item_id,supplier_id,supplier_type,supplier_price,lead_time_days,reliability_score,quality_score,fill_rate,risk_score,capacity_units
HOUSEHOLD_1_506,SUP003,Balanced,3.81,10,84,81,87,20,7000
HOUSEHOLD_1_506,SUP006,Cost,3.2,12,76,76,84,32,12000
HOUSEHOLD_1_506,SUP007,Cost,3.1,14,83,76,85,47,12000
HOUSEHOLD_1_506,SUP011,Regional,4.06,8,80,80,84,37,5000
HOUSEHOLD_1_243,SUP012,Regional,2.05,4,86,76,84,33,5000
HOUSEHOLD_1_243,SUP011,Regional,1.94,8,80,80,84,37,5000
HOUSEHOLD_1_243,SUP005,Balanced,2.08,8,88,80,90,24,7000
HOUSEHOLD_1_243,SUP003,Balanced,1.99,10,84,81,87,20,7000
HOUSEHOLD_1_188,SUP012,Regional,4.18,4,86,76,84,33,5000
HOUSEHOLD_1_188,SUP007,Cost,3.45,14,83,76,85,47,12000
HOUSEHOLD_1_188,SUP006,Cost,3.58,12,76,76,84,32,12000
HOUSEHOLD_1_188,SUP011,Regional,4.14,8,80,80,84,37,5000
FOODS_2_374,SUP004,Balanced,2.11,6,84,80,91,27,7000
FOODS_2_374,SUP012,Regional,2.23,4,86,76,84,33,5000
FOODS_2_374,SUP007,Cost,1.71,14,83,76,85,47,12000
FOODS_2_374,SUP011,Regional,2.04,8,80,80,84,37,5000
HOUSEHOLD_1_383,SUP005,Balanced,3.69,8,88,80,90,24,7000
HOUSEHOLD_1_383,SUP003,Balanced,3.56,10,84,81,87,20,7000
HOUSEHOLD_1_383,SUP012,Regional,3.89,4,86,76,84,33,5000
HOUSEHOLD_1_383,SUP007,Cost,3.01,14,83,76,85,47,12000
FOODS_1_219,SUP012,Regional,2.48,4,86,76,84,33,5000
FOODS_1_219,SUP011,Regional,2.37,8,80,80,84,37,5000
FOODS_1_219,SUP004,Balanced,2.25,6,84,80,91,27,7000
FOODS_1_219,SUP006,Cost,2.02,12,76,76,84,32,12000
HOUSEHOLD_1_203,SUP004,Balanced,4.81,6,84,80,91,27,7000
HOUSEHOLD_1_203,SUP006,Cost,4.31,12,76,76,84,32,12000
HOUSEHOLD_1_203,SUP012,Regional,5.07,4,86,76,84,33,5000
HOUSEHOLD_1_203,SUP011,Regional,4.92,8,80,80,84,37,5000
HOUSEHOLD_1_254,SUP011,Regional,1.0,8,80,80,84,37,5000
HOUSEHOLD_1_254,SUP012,Regional,1.05,4,86,76,84,33,5000
HOUSEHOLD_1_254,SUP003,Balanced,1.0,10,84,81,87,20,7000
HOUSEHOLD_1_254,SUP005,Balanced,0.94,8,88,80,90,24,7000
FOODS_2_212,SUP011,Regional,4.78,8,80,80,84,37,5000
FOODS_2_212,SUP003,Balanced,5.1,10,84,81,87,20,7000
FOODS_2_212,SUP006,Cost,4.15,12,76,76,84,32,12000
FOODS_2_212,SUP007,Cost,4.0,14,83,76,85,47,12000
HOUSEHOLD_1_151,SUP005,Balanced,0.94,8,88,80,90,24,7000
HOUSEHOLD_1_151,SUP011,Regional,0.91,8,80,80,84,37,5000
HOUSEHOLD_1_151,SUP006,Cost,0.8,12,76,76,84,32,12000
HOUSEHOLD_1_151,SUP003,Balanced,0.94,10,84,81,87,20,7000
FOODS_2_119,SUP007,Cost,2.15,14,83,76,85,47,12000
FOODS_2_119,SUP003,Balanced,2.69,10,84,81,87,20,7000
FOODS_2_119,SUP005,Balanced,2.58,8,88,80,90,24,7000
FOODS_2_119,SUP006,Cost,2.37,12,76,76,84,32,12000
FOODS_2_204,SUP004,Balanced,0.98,6,84,80,91,27,7000
FOODS_2_204,SUP011,Regional,1.01,8,80,80,84,37,5000
FOODS_2_204,SUP007,Cost,0.81,14,83,76,85,47,12000
FOODS_2_204,SUP005,Balanced,0.98,8,88,80,90,24,7000
HOUSEHOLD_1_153,SUP011,Regional,2.06,8,80,80,84,37,5000
HOUSEHOLD_1_153,SUP003,Balanced,2.04,10,84,81,87,20,7000
HOUSEHOLD_1_153,SUP005,Balanced,1.95,8,88,80,90,24,7000
HOUSEHOLD_1_153,SUP004,Balanced,2.01,6,84,80,91,27,7000
FOODS_1_154,SUP005,Balanced,1.52,8,88,80,90,24,7000
FOODS_1_154,SUP006,Cost,1.25,12,76,76,84,32,12000
FOODS_1_154,SUP011,Regional,1.57,8,80,80,84,37,5000
FOODS_1_154,SUP007,Cost,1.3,14,83,76,85,47,12000
HOUSEHOLD_1_202,SUP006,Cost,1.8,12,76,76,84,32,12000
HOUSEHOLD_1_202,SUP005,Balanced,2.0,8,88,80,90,24,7000
HOUSEHOLD_1_202,SUP007,Cost,1.71,14,83,76,85,47,12000
HOUSEHOLD_1_202,SUP011,Regional,2.02,8,80,80,84,37,5000
HOUSEHOLD_1_477,SUP006,Cost,12.07,12,76,76,84,32,12000
HOUSEHOLD_1_477,SUP011,Regional,14.19,8,80,80,84,37,5000
HOUSEHOLD_1_477,SUP012,Regional,14.15,4,86,76,84,33,5000
HOUSEHOLD_1_477,SUP003,Balanced,13.52,10,84,81,87,20,7000
HOUSEHOLD_1_186,SUP006,Cost,2.81,12,76,76,84,32,12000
HOUSEHOLD_1_186,SUP005,Balanced,3.2,8,88,80,90,24,7000
HOUSEHOLD_1_186,SUP011,Regional,3.12,8,80,80,84,37,5000
HOUSEHOLD_1_186,SUP007,Cost,2.6,14,83,76,85,47,12000
HOUSEHOLD_1_303,SUP007,Cost,0.78,14,83,76,85,47,12000
HOUSEHOLD_1_303,SUP003,Balanced,1.02,10,84,81,87,20,7000
HOUSEHOLD_1_303,SUP004,Balanced,0.98,6,84,80,91,27,7000
HOUSEHOLD_1_303,SUP012,Regional,1.06,4,86,76,84,33,5000
HOUSEHOLD_1_521,SUP007,Cost,0.79,14,83,76,85,47,12000
HOUSEHOLD_1_521,SUP011,Regional,0.95,8,80,80,84,37,5000
HOUSEHOLD_1_521,SUP004,Balanced,0.94,6,84,80,91,27,7000
HOUSEHOLD_1_521,SUP006,Cost,0.86,12,76,76,84,32,12000
HOUSEHOLD_1_225,SUP011,Regional,1.74,8,80,80,84,37,5000
HOUSEHOLD_1_225,SUP012,Regional,1.84,4,86,76,84,33,5000
HOUSEHOLD_1_225,SUP007,Cost,1.5,14,83,76,85,47,12000
HOUSEHOLD_1_225,SUP003,Balanced,1.7,10,84,81,87,20,7000
FOODS_1_045,SUP012,Regional,1.96,4,86,76,84,33,5000
FOODS_1_045,SUP003,Balanced,1.87,10,84,81,87,20,7000
FOODS_1_045,SUP006,Cost,1.62,12,76,76,84,32,12000
FOODS_1_045,SUP011,Regional,1.74,8,80,80,84,37,5000
FOODS_2_152,SUP003,Balanced,2.44,10,84,81,87,20,7000
FOODS_2_152,SUP012,Regional,2.5,4,86,76,84,33,5000
FOODS_2_152,SUP011,Regional,2.35,8,80,80,84,37,5000
FOODS_2_152,SUP007,Cost,2.11,14,83,76,85,47,12000
FOODS_2_357,SUP006,Cost,1.76,12,76,76,84,32,12000
FOODS_2_357,SUP007,Cost,1.67,14,83,76,85,47,12000
FOODS_2_357,SUP004,Balanced,2.09,6,84,80,91,27,7000
FOODS_2_357,SUP012,Regional,2.19,4,86,76,84,33,5000
FOODS_1_137,SUP003,Balanced,2.09,10,84,81,87,20,7000
FOODS_1_137,SUP011,Regional,2.03,8,80,80,84,37,5000
FOODS_1_137,SUP004,Balanced,1.98,6,84,80,91,27,7000
FOODS_1_137,SUP012,Regional,2.12,4,86,76,84,33,5000
FOODS_2_063,SUP005,Balanced,3.14,8,88,80,90,24,7000
FOODS_2_063,SUP003,Balanced,3.04,10,84,81,87,20,7000
FOODS_2_063,SUP007,Cost,2.45,14,83,76,85,47,12000
FOODS_2_063,SUP012,Regional,3.22,4,86,76,84,33,5000
HOUSEHOLD_1_505,SUP012,Regional,2.73,4,86,76,84,33,5000
HOUSEHOLD_1_505,SUP005,Balanced,2.42,8,88,80,90,24,7000
HOUSEHOLD_1_505,SUP011,Regional,2.48,8,80,80,84,37,5000
HOUSEHOLD_1_505,SUP003,Balanced,2.53,10,84,81,87,20,7000
HOUSEHOLD_1_339,SUP007,Cost,0.81,14,83,76,85,47,12000
HOUSEHOLD_1_339,SUP004,Balanced,0.95,6,84,80,91,27,7000
HOUSEHOLD_1_339,SUP005,Balanced,1.03,8,88,80,90,24,7000
HOUSEHOLD_1_339,SUP011,Regional,0.94,8,80,80,84,37,5000
FOODS_1_163,SUP005,Balanced,0.95,8,88,80,90,24,7000
FOODS_1_163,SUP011,Regional,0.97,8,80,80,84,37,5000
FOODS_1_163,SUP004,Balanced,1.02,6,84,80,91,27,7000
FOODS_1_163,SUP007,Cost,0.85,14,83,76,85,47,12000
FOODS_2_311,SUP005,Balanced,2.88,8,88,80,90,24,7000
FOODS_2_311,SUP012,Regional,3.11,4,86,76,84,33,5000
FOODS_2_311,SUP003,Balanced,3.01,10,84,81,87,20,7000
FOODS_2_311,SUP004,Balanced,2.96,6,84,80,91,27,7000
HOUSEHOLD_1_262,SUP012,Regional,1.08,4,86,76,84,33,5000
HOUSEHOLD_1_262,SUP011,Regional,0.96,8,80,80,84,37,5000
HOUSEHOLD_1_262,SUP006,Cost,0.88,12,76,76,84,32,12000
HOUSEHOLD_1_262,SUP007,Cost,0.85,14,83,76,85,47,12000
FOODS_1_207,SUP003,Balanced,3.55,10,84,81,87,20,7000
FOODS_1_207,SUP006,Cost,2.8,12,76,76,84,32,12000
FOODS_1_207,SUP004,Balanced,3.5,6,84,80,91,27,7000
FOODS_1_207,SUP007,Cost,2.68,14,83,76,85,47,12000
FOODS_1_206,SUP003,Balanced,2.24,10,84,81,87,20,7000
FOODS_1_206,SUP011,Regional,2.07,8,80,80,84,37,5000
FOODS_1_206,SUP006,Cost,1.79,12,76,76,84,32,12000
FOODS_1_206,SUP012,Regional,2.36,4,86,76,84,33,5000
FOODS_2_247,SUP003,Balanced,2.26,10,84,81,87,20,7000
FOODS_2_247,SUP006,Cost,2.04,12,76,76,84,32,12000
FOODS_2_247,SUP011,Regional,2.3,8,80,80,84,37,5000
FOODS_2_247,SUP004,Balanced,2.37,6,84,80,91,27,7000
FOODS_2_285,SUP005,Balanced,4.07,8,88,80,90,24,7000
FOODS_2_285,SUP006,Cost,3.33,12,76,76,84,32,12000
FOODS_2_285,SUP011,Regional,4.2,8,80,80,84,37,5000
FOODS_2_285,SUP012,Regional,4.44,4,86,76,84,33,5000
HOUSEHOLD_1_223,SUP007,Cost,8.09,14,83,76,85,47,12000
HOUSEHOLD_1_223,SUP012,Regional,9.83,4,86,76,84,33,5000
HOUSEHOLD_1_223,SUP004,Balanced,9.55,6,84,80,91,27,7000
HOUSEHOLD_1_223,SUP003,Balanced,9.79,10,84,81,87,20,7000
HOUSEHOLD_1_438,SUP004,Balanced,7.54,6,84,80,91,27,7000
HOUSEHOLD_1_438,SUP005,Balanced,7.49,8,88,80,90,24,7000
HOUSEHOLD_1_438,SUP003,Balanced,7.4,10,84,81,87,20,7000
HOUSEHOLD_1_438,SUP011,Regional,7.67,8,80,80,84,37,5000
HOUSEHOLD_1_196,SUP012,Regional,2.1,4,86,76,84,33,5000
HOUSEHOLD_1_196,SUP003,Balanced,2.05,10,84,81,87,20,7000
HOUSEHOLD_1_196,SUP011,Regional,1.94,8,80,80,84,37,5000
HOUSEHOLD_1_196,SUP006,Cost,1.66,12,76,76,84,32,12000
HOUSEHOLD_1_385,SUP006,Cost,1.68,12,76,76,84,32,12000
HOUSEHOLD_1_385,SUP007,Cost,1.64,14,83,76,85,47,12000
HOUSEHOLD_1_385,SUP012,Regional,2.06,4,86,76,84,33,5000
HOUSEHOLD_1_385,SUP003,Balanced,1.95,10,84,81,87,20,7000
HOUSEHOLD_1_109,SUP012,Regional,4.31,4,86,76,84,33,5000
HOUSEHOLD_1_109,SUP004,Balanced,3.88,6,84,80,91,27,7000
HOUSEHOLD_1_109,SUP003,Balanced,3.96,10,84,81,87,20,7000
HOUSEHOLD_1_109,SUP007,Cost,3.22,14,83,76,85,47,12000
FOODS_2_309,SUP005,Balanced,2.78,8,88,80,90,24,7000
FOODS_2_309,SUP003,Balanced,2.86,10,84,81,87,20,7000
FOODS_2_309,SUP004,Balanced,2.69,6,84,80,91,27,7000
FOODS_2_309,SUP012,Regional,2.95,4,86,76,84,33,5000
FOODS_2_109,SUP011,Regional,3.09,8,80,80,84,37,5000
FOODS_2_109,SUP003,Balanced,3.16,10,84,81,87,20,7000
FOODS_2_109,SUP007,Cost,2.38,14,83,76,85,47,12000
FOODS_2_109,SUP004,Balanced,2.99,6,84,80,91,27,7000
FOODS_1_040,SUP003,Balanced,1.78,10,84,81,87,20,7000
FOODS_1_040,SUP006,Cost,1.56,12,76,76,84,32,12000
FOODS_1_040,SUP012,Regional,1.89,4,86,76,84,33,5000
FOODS_1_040,SUP004,Balanced,1.86,6,84,80,91,27,7000
HOUSEHOLD_1_359,SUP006,Cost,5.71,12,76,76,84,32,12000
HOUSEHOLD_1_359,SUP005,Balanced,6.88,8,88,80,90,24,7000
HOUSEHOLD_1_359,SUP003,Balanced,6.95,10,84,81,87,20,7000
HOUSEHOLD_1_359,SUP004,Balanced,7.07,6,84,80,91,27,7000
HOUSEHOLD_1_327,SUP003,Balanced,1.04,10,84,81,87,20,7000
HOUSEHOLD_1_327,SUP005,Balanced,0.96,8,88,80,90,24,7000
HOUSEHOLD_1_327,SUP011,Regional,1.0,8,80,80,84,37,5000
HOUSEHOLD_1_327,SUP004,Balanced,1.01,6,84,80,91,27,7000
FOODS_1_153,SUP005,Balanced,2.07,8,88,80,90,24,7000
FOODS_1_153,SUP003,Balanced,1.95,10,84,81,87,20,7000
FOODS_1_153,SUP011,Regional,1.91,8,80,80,84,37,5000
FOODS_1_153,SUP004,Balanced,2.01,6,84,80,91,27,7000
HOUSEHOLD_1_346,SUP007,Cost,3.42,14,83,76,85,47,12000
HOUSEHOLD_1_346,SUP005,Balanced,3.8,8,88,80,90,24,7000
HOUSEHOLD_1_346,SUP011,Regional,4.16,8,80,80,84,37,5000
HOUSEHOLD_1_346,SUP006,Cost,3.41,12,76,76,84,32,12000
FOODS_2_128,SUP006,Cost,0.84,12,76,76,84,32,12000
FOODS_2_128,SUP007,Cost,0.78,14,83,76,85,47,12000
FOODS_2_128,SUP003,Balanced,1.0,10,84,81,87,20,7000
FOODS_2_128,SUP011,Regional,0.91,8,80,80,84,37,5000
FOODS_2_126,SUP005,Balanced,4.62,8,88,80,90,24,7000
FOODS_2_126,SUP004,Balanced,4.93,6,84,80,91,27,7000
FOODS_2_126,SUP011,Regional,4.63,8,80,80,84,37,5000
FOODS_2_126,SUP012,Regional,4.92,4,86,76,84,33,5000
FOODS_1_130,SUP005,Balanced,1.76,8,88,80,90,24,7000
FOODS_1_130,SUP011,Regional,1.78,8,80,80,84,37,5000
FOODS_1_130,SUP004,Balanced,1.85,6,84,80,91,27,7000
FOODS_1_130,SUP012,Regional,1.95,4,86,76,84,33,5000
HOUSEHOLD_1_414,SUP012,Regional,1.07,4,86,76,84,33,5000
HOUSEHOLD_1_414,SUP007,Cost,0.84,14,83,76,85,47,12000
HOUSEHOLD_1_414,SUP003,Balanced,0.98,10,84,81,87,20,7000
HOUSEHOLD_1_414,SUP004,Balanced,0.94,6,84,80,91,27,7000
FOODS_1_061,SUP005,Balanced,2.2,8,88,80,90,24,7000
FOODS_1_061,SUP012,Regional,2.33,4,86,76,84,33,5000
FOODS_1_061,SUP004,Balanced,2.29,6,84,80,91,27,7000
FOODS_1_061,SUP007,Cost,1.93,14,83,76,85,47,12000
HOUSEHOLD_1_047,SUP006,Cost,3.78,12,76,76,84,32,12000
HOUSEHOLD_1_047,SUP011,Regional,4.35,8,80,80,84,37,5000
HOUSEHOLD_1_047,SUP007,Cost,3.43,14,83,76,85,47,12000
HOUSEHOLD_1_047,SUP005,Balanced,4.41,8,88,80,90,24,7000
FOODS_2_326,SUP003,Balanced,1.07,10,84,81,87,20,7000
FOODS_2_326,SUP004,Balanced,1.03,6,84,80,91,27,7000
FOODS_2_326,SUP005,Balanced,0.97,8,88,80,90,24,7000
FOODS_2_326,SUP006,Cost,0.85,12,76,76,84,32,12000
HOUSEHOLD_1_205,SUP007,Cost,4.96,14,83,76,85,47,12000
HOUSEHOLD_1_205,SUP012,Regional,6.49,4,86,76,84,33,5000
HOUSEHOLD_1_205,SUP005,Balanced,6.28,8,88,80,90,24,7000
HOUSEHOLD_1_205,SUP006,Cost,5.03,12,76,76,84,32,12000
FOODS_2_232,SUP012,Regional,2.9,4,86,76,84,33,5000
FOODS_2_232,SUP011,Regional,2.64,8,80,80,84,37,5000
FOODS_2_232,SUP003,Balanced,2.6,10,84,81,87,20,7000
FOODS_2_232,SUP004,Balanced,2.69,6,84,80,91,27,7000
FOODS_1_115,SUP005,Balanced,3.61,8,88,80,90,24,7000
FOODS_1_115,SUP007,Cost,3.11,14,83,76,85,47,12000
FOODS_1_115,SUP012,Regional,3.95,4,86,76,84,33,5000
FOODS_1_115,SUP011,Regional,3.73,8,80,80,84,37,5000
HOUSEHOLD_1_540,SUP012,Regional,1.75,4,86,76,84,33,5000
HOUSEHOLD_1_540,SUP007,Cost,1.38,14,83,76,85,47,12000
HOUSEHOLD_1_540,SUP004,Balanced,1.66,6,84,80,91,27,7000
HOUSEHOLD_1_540,SUP003,Balanced,1.8,10,84,81,87,20,7000
FOODS_1_166,SUP006,Cost,1.95,12,76,76,84,32,12000
FOODS_1_166,SUP011,Regional,2.29,8,80,80,84,37,5000
FOODS_1_166,SUP003,Balanced,2.32,10,84,81,87,20,7000
FOODS_1_166,SUP007,Cost,1.84,14,83,76,85,47,12000
HOUSEHOLD_1_132,SUP011,Regional,1.98,8,80,80,84,37,5000
HOUSEHOLD_1_132,SUP004,Balanced,1.92,6,84,80,91,27,7000
HOUSEHOLD_1_132,SUP003,Balanced,2.05,10,84,81,87,20,7000
HOUSEHOLD_1_132,SUP012,Regional,2.19,4,86,76,84,33,5000
FOODS_1_074,SUP012,Regional,2.51,4,86,76,84,33,5000
FOODS_1_074,SUP004,Balanced,2.3,6,84,80,91,27,7000
FOODS_1_074,SUP011,Regional,2.23,8,80,80,84,37,5000
FOODS_1_074,SUP003,Balanced,2.37,10,84,81,87,20,7000
HOUSEHOLD_1_122,SUP007,Cost,1.95,14,83,76,85,47,12000
HOUSEHOLD_1_122,SUP006,Cost,1.97,12,76,76,84,32,12000
HOUSEHOLD_1_122,SUP003,Balanced,2.22,10,84,81,87,20,7000
HOUSEHOLD_1_122,SUP004,Balanced,2.34,6,84,80,91,27,7000
HOUSEHOLD_1_173,SUP005,Balanced,1.03,8,88,80,90,24,7000
HOUSEHOLD_1_173,SUP007,Cost,0.8,14,83,76,85,47,12000
HOUSEHOLD_1_173,SUP012,Regional,1.03,4,86,76,84,33,5000
HOUSEHOLD_1_173,SUP004,Balanced,0.95,6,84,80,91,27,7000
HOUSEHOLD_1_443,SUP006,Cost,2.1,12,76,76,84,32,12000
HOUSEHOLD_1_443,SUP007,Cost,2.09,14,83,76,85,47,12000
HOUSEHOLD_1_443,SUP004,Balanced,2.54,6,84,80,91,27,7000
HOUSEHOLD_1_443,SUP003,Balanced,2.46,10,84,81,87,20,7000
FOODS_2_081,SUP006,Cost,2.05,12,76,76,84,32,12000
FOODS_2_081,SUP003,Balanced,2.47,10,84,81,87,20,7000
FOODS_2_081,SUP005,Balanced,2.42,8,88,80,90,24,7000
FOODS_2_081,SUP012,Regional,2.64,4,86,76,84,33,5000
HOUSEHOLD_1_094,SUP012,Regional,3.61,4,86,76,84,33,5000
HOUSEHOLD_1_094,SUP011,Regional,3.43,8,80,80,84,37,5000
HOUSEHOLD_1_094,SUP005,Balanced,3.59,8,88,80,90,24,7000
HOUSEHOLD_1_094,SUP004,Balanced,3.36,6,84,80,91,27,7000
FOODS_2_004,SUP003,Balanced,4.16,10,84,81,87,20,7000
FOODS_2_004,SUP007,Cost,3.27,14,83,76,85,47,12000
FOODS_2_004,SUP006,Cost,3.24,12,76,76,84,32,12000
FOODS_2_004,SUP005,Balanced,3.77,8,88,80,90,24,7000
HOUSEHOLD_1_478,SUP011,Regional,2.8,8,80,80,84,37,5000
HOUSEHOLD_1_478,SUP005,Balanced,2.7,8,88,80,90,24,7000
HOUSEHOLD_1_478,SUP003,Balanced,2.72,10,84,81,87,20,7000
HOUSEHOLD_1_478,SUP012,Regional,2.77,4,86,76,84,33,5000
HOUSEHOLD_1_019,SUP007,Cost,0.85,14,83,76,85,47,12000
HOUSEHOLD_1_019,SUP006,Cost,0.87,12,76,76,84,32,12000
HOUSEHOLD_1_019,SUP011,Regional,1.01,8,80,80,84,37,5000
HOUSEHOLD_1_019,SUP005,Balanced,0.97,8,88,80,90,24,7000
FOODS_1_036,SUP004,Balanced,1.83,6,84,80,91,27,7000
FOODS_1_036,SUP011,Regional,1.89,8,80,80,84,37,5000
FOODS_1_036,SUP005,Balanced,1.84,8,88,80,90,24,7000
FOODS_1_036,SUP007,Cost,1.53,14,83,76,85,47,12000
FOODS_2_376,SUP005,Balanced,1.94,8,88,80,90,24,7000
FOODS_2_376,SUP012,Regional,2.01,4,86,76,84,33,5000
FOODS_2_376,SUP011,Regional,1.89,8,80,80,84,37,5000
FOODS_2_376,SUP006,Cost,1.75,12,76,76,84,32,12000
HOUSEHOLD_1_261,SUP004,Balanced,6.3,6,84,80,91,27,7000
HOUSEHOLD_1_261,SUP006,Cost,5.06,12,76,76,84,32,12000
HOUSEHOLD_1_261,SUP012,Regional,6.4,4,86,76,84,33,5000
HOUSEHOLD_1_261,SUP005,Balanced,6.26,8,88,80,90,24,7000
FOODS_1_082,SUP005,Balanced,1.03,8,88,80,90,24,7000
FOODS_1_082,SUP004,Balanced,1.01,6,84,80,91,27,7000
FOODS_1_082,SUP011,Regional,1.01,8,80,80,84,37,5000
FOODS_1_082,SUP003,Balanced,0.97,10,84,81,87,20,7000
FOODS_1_181,SUP007,Cost,1.17,14,83,76,85,47,12000
FOODS_1_181,SUP011,Regional,1.33,8,80,80,84,37,5000
FOODS_1_181,SUP006,Cost,1.19,12,76,76,84,32,12000
FOODS_1_181,SUP003,Balanced,1.35,10,84,81,87,20,7000
HOUSEHOLD_1_482,SUP005,Balanced,3.06,8,88,80,90,24,7000
HOUSEHOLD_1_482,SUP004,Balanced,2.98,6,84,80,91,27,7000
HOUSEHOLD_1_482,SUP007,Cost,2.47,14,83,76,85,47,12000
HOUSEHOLD_1_482,SUP011,Regional,3.06,8,80,80,84,37,5000
HOUSEHOLD_1_389,SUP005,Balanced,0.98,8,88,80,90,24,7000
HOUSEHOLD_1_389,SUP003,Balanced,1.03,10,84,81,87,20,7000
HOUSEHOLD_1_389,SUP007,Cost,0.78,14,83,76,85,47,12000
HOUSEHOLD_1_389,SUP011,Regional,0.98,8,80,80,84,37,5000
HOUSEHOLD_1_275,SUP011,Regional,2.97,8,80,80,84,37,5000
HOUSEHOLD_1_275,SUP003,Balanced,3.01,10,84,81,87,20,7000
HOUSEHOLD_1_275,SUP012,Regional,3.29,4,86,76,84,33,5000
HOUSEHOLD_1_275,SUP007,Cost,2.39,14,83,76,85,47,12000
HOUSEHOLD_1_112,SUP003,Balanced,3.2,10,84,81,87,20,7000
HOUSEHOLD_1_112,SUP011,Regional,2.88,8,80,80,84,37,5000
HOUSEHOLD_1_112,SUP007,Cost,2.47,14,83,76,85,47,12000
HOUSEHOLD_1_112,SUP006,Cost,2.52,12,76,76,84,32,12000
HOUSEHOLD_1_448,SUP005,Balanced,1.0,8,88,80,90,24,7000
HOUSEHOLD_1_448,SUP006,Cost,0.82,12,76,76,84,32,12000
HOUSEHOLD_1_448,SUP011,Regional,1.0,8,80,80,84,37,5000
HOUSEHOLD_1_448,SUP012,Regional,1.05,4,86,76,84,33,5000
HOUSEHOLD_1_516,SUP004,Balanced,1.87,6,84,80,91,27,7000
HOUSEHOLD_1_516,SUP005,Balanced,2.01,8,88,80,90,24,7000
HOUSEHOLD_1_516,SUP011,Regional,1.95,8,80,80,84,37,5000
HOUSEHOLD_1_516,SUP012,Regional,2.01,4,86,76,84,33,5000
HOUSEHOLD_1_348,SUP004,Balanced,2.0,6,84,80,91,27,7000
HOUSEHOLD_1_348,SUP005,Balanced,1.97,8,88,80,90,24,7000
HOUSEHOLD_1_348,SUP007,Cost,1.53,14,83,76,85,47,12000
HOUSEHOLD_1_348,SUP006,Cost,1.69,12,76,76,84,32,12000
FOODS_1_042,SUP005,Balanced,0.96,8,88,80,90,24,7000
FOODS_1_042,SUP006,Cost,0.86,12,76,76,84,32,12000
FOODS_1_042,SUP007,Cost,0.8,14,83,76,85,47,12000
FOODS_1_042,SUP012,Regional,1.01,4,86,76,84,33,5000
FOODS_2_075,SUP003,Balanced,2.36,10,84,81,87,20,7000
FOODS_2_075,SUP004,Balanced,2.37,6,84,80,91,27,7000
FOODS_2_075,SUP012,Regional,2.69,4,86,76,84,33,5000
FOODS_2_075,SUP011,Regional,2.48,8,80,80,84,37,5000
FOODS_1_054,SUP012,Regional,2.17,4,86,76,84,33,5000
FOODS_1_054,SUP011,Regional,1.99,8,80,80,84,37,5000
FOODS_1_054,SUP005,Balanced,1.92,8,88,80,90,24,7000
FOODS_1_054,SUP004,Balanced,2.06,6,84,80,91,27,7000
HOUSEHOLD_1_179,SUP007,Cost,0.81,14,83,76,85,47,12000
HOUSEHOLD_1_179,SUP003,Balanced,1.05,10,84,81,87,20,7000
HOUSEHOLD_1_179,SUP005,Balanced,1.01,8,88,80,90,24,7000
HOUSEHOLD_1_179,SUP004,Balanced,0.94,6,84,80,91,27,7000
FOODS_1_064,SUP007,Cost,2.25,14,83,76,85,47,12000
FOODS_1_064,SUP004,Balanced,2.6,6,84,80,91,27,7000
FOODS_1_064,SUP012,Regional,2.94,4,86,76,84,33,5000
FOODS_1_064,SUP006,Cost,2.4,12,76,76,84,32,12000
HOUSEHOLD_1_445,SUP012,Regional,2.06,4,86,76,84,33,5000
HOUSEHOLD_1_445,SUP006,Cost,1.71,12,76,76,84,32,12000
HOUSEHOLD_1_445,SUP007,Cost,1.62,14,83,76,85,47,12000
HOUSEHOLD_1_445,SUP003,Balanced,2.09,10,84,81,87,20,7000
HOUSEHOLD_1_380,SUP004,Balanced,4.57,6,84,80,91,27,7000
HOUSEHOLD_1_380,SUP003,Balanced,4.92,10,84,81,87,20,7000
HOUSEHOLD_1_380,SUP005,Balanced,4.64,8,88,80,90,24,7000
HOUSEHOLD_1_380,SUP012,Regional,4.76,4,86,76,84,33,5000
FOODS_1_006,SUP003,Balanced,2.44,10,84,81,87,20,7000
FOODS_1_006,SUP007,Cost,2.0,14,83,76,85,47,12000
FOODS_1_006,SUP005,Balanced,2.26,8,88,80,90,24,7000
FOODS_1_006,SUP004,Balanced,2.42,6,84,80,91,27,7000
FOODS_2_170,SUP011,Regional,3.35,8,80,80,84,37,5000
FOODS_2_170,SUP004,Balanced,3.17,6,84,80,91,27,7000
FOODS_2_170,SUP007,Cost,2.72,14,83,76,85,47,12000
FOODS_2_170,SUP005,Balanced,3.33,8,88,80,90,24,7000
FOODS_2_145,SUP007,Cost,1.93,14,83,76,85,47,12000
FOODS_2_145,SUP004,Balanced,2.49,6,84,80,91,27,7000
FOODS_2_145,SUP012,Regional,2.53,4,86,76,84,33,5000
FOODS_2_145,SUP006,Cost,1.96,12,76,76,84,32,12000
FOODS_2_061,SUP003,Balanced,2.05,10,84,81,87,20,7000
FOODS_2_061,SUP005,Balanced,1.95,8,88,80,90,24,7000
FOODS_2_061,SUP012,Regional,2.05,4,86,76,84,33,5000
FOODS_2_061,SUP006,Cost,1.75,12,76,76,84,32,12000
HOUSEHOLD_1_283,SUP007,Cost,1.19,14,83,76,85,47,12000
HOUSEHOLD_1_283,SUP005,Balanced,1.53,8,88,80,90,24,7000
