item_id,available_inventory,forecast_7d,forecast_30d,gap_7d,gap_30d,shortage_quantity,days_until_stockout,projected_stockout_date,inventory_risk_score,procurement_priority,procurement_alert,procurement_trigger,procurement_category,procurement_reason,recommended_po_qty,revenue_at_risk
FOODS_1_127,6,8.1537,29.9007,8.7487,30.4957,30,6.0,2026-06-13,60.9,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,30,62.93
HOUSEHOLD_1_083,30,21.2618,72.93599999999999,5.354799999999997,57.028999999999996,57,12.3,2026-06-19,52.9,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,57,55.46
FOODS_2_283,22,11.1914,37.7152,2.8704,29.394200000000005,29,17.5,2026-06-24,60.1,High,YES,YES,Planned,Forecast Shortage; Below Reorder Point,29,42.34
FOODS_2_189,4,10.0531,36.4932,13.136099999999999,39.5762,40,3.3,2026-06-10,70.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,40,100.0
FOODS_2_294,18,20.5505,71.0762,18.0745,68.6002,69,7.6,2026-06-14,68.4,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,69,72.31
HOUSEHOLD_1_337,5,3.2331,13.0212,1.8071000000000002,11.595199999999998,12,11.5,2026-06-18,64.4,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,12,59.64
FOODS_1_167,6,3.804,14.4076,1.8439999999999994,12.447600000000001,12,12.5,2026-06-19,61.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,12,58.09
FOODS_2_220,10,12.2823,43.5409,10.3903,41.6489,42,6.9,2026-06-13,67.8,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,42,85.34
FOODS_1_208,12,10.9971,42.3784,7.4861,38.8674,39,8.5,2026-06-15,66.0,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,39,75.3
HOUSEHOLD_1_528,8,5.444599999999999,20.3506,2.4936000000000007,17.3996,17,11.8,2026-06-18,61.9,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,17,50.49
HOUSEHOLD_1_017,5,5.9946,19.0607,5.358599999999999,18.4247,18,7.9,2026-06-14,66.1,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,18,88.96
FOODS_1_027,15,11.1526,38.4086,6.2666,33.5226,34,11.7,2026-06-18,64.6,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,34,65.58
FOODS_2_146,12,9.4582,34.7153,4.863199999999999,30.1203,30,10.4,2026-06-17,63.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,30,58.58
FOODS_2_340,9,5.4584,20.0096,2.2243999999999993,16.775599999999997,17,13.5,2026-06-20,62.5,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,17,50.66
HOUSEHOLD_1_251,22,7.5126,27.8162,-9.3584,10.9452,11,23.7,2026-06-30,31.3,Low,NO,NO,Planned,Forecast Shortage,11,21.78
FOODS_1_184,24,11.9131,46.8324,2.5731,37.4924,37,15.4,2026-06-22,61.0,High,YES,YES,Planned,Forecast Shortage; Below Reorder Point,37,37.0
FOODS_2_356,4,8.2182,30.1866,10.496199999999998,32.4646,32,4.0,2026-06-11,70.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,32,80.0
FOODS_2_174,9,7.5672999999999995,31.025199999999998,5.0832999999999995,28.541199999999996,29,8.7,2026-06-15,66.4,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,29,80.75
FOODS_2_297,6,4.1800999999999995,14.9276,3.0531000000000006,13.8006,14,12.1,2026-06-19,65.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,14,50.41
HOUSEHOLD_1_353,6,5.257499999999999,19.2135,3.4894999999999996,17.4455,17,9.4,2026-06-16,63.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,17,58.48
FOODS_2_003,5,5.6104,20.1982,9.4474,24.0352,24,7.4,2026-06-14,70.2,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,24,54.35
FOODS_2_218,6,4.905,17.72,3.0139999999999993,15.829,16,10.2,2026-06-17,64.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,16,62.7
FOODS_1_013,18,10.1415,36.3974,0.6995000000000005,26.955399999999997,27,14.8,2026-06-21,50.9,Medium,YES,YES,Planned,Forecast Shortage; Below Reorder Point,27,40.44
FOODS_1_134,9,8.278,34.3667,5.989000000000001,32.0777,32,7.9,2026-06-14,66.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,32,63.36
FOODS_1_028,7,8.408999999999999,26.9649,8.125999999999998,26.6819,27,7.8,2026-06-14,68.8,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,27,78.96
FOODS_2_092,7,3.0559,12.5518,0.9208999999999996,10.416800000000002,10,16.7,2026-06-23,59.7,Medium,YES,YES,Planned,Forecast Shortage; Below Reorder Point,10,35.98
FOODS_2_245,8,5.0769,19.4166,2.1279000000000003,16.467599999999997,16,12.4,2026-06-19,61.5,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,16,47.68
HOUSEHOLD_1_372,13,7.6791,28.974,0.09309999999999974,21.387999999999998,21,13.5,2026-06-20,50.1,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,21,41.37
HOUSEHOLD_1_101,4,8.2482,29.687,9.3932,30.832,31,4.0,2026-06-11,62.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,31,73.47
FOODS_1_158,4,3.6799,12.7659,3.1738999999999997,12.259900000000002,12,9.4,2026-06-16,65.0,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,12,55.78
HOUSEHOLD_1_147,24,16.0456,61.5054,2.046599999999998,47.5064,48,11.7,2026-06-18,52.8,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,48,47.81
HOUSEHOLD_1_008,4,2.7004,11.3489,1.6574,10.305900000000001,10,10.6,2026-06-17,62.5,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,10,54.7
FOODS_2_289,9,8.7273,29.0766,6.0023,26.351599999999998,26,9.3,2026-06-16,64.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,26,65.0
FOODS_2_237,8,8.8418,32.5559,6.181799999999999,29.895899999999997,30,7.4,2026-06-14,65.9,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,30,75.0
FOODS_2_225,4,11.4423,41.7839,13.118299999999998,43.459900000000005,43,2.9,2026-06-09,70.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,43,107.5
FOODS_1_146,13,8.544599999999999,30.7297,0.8635999999999981,23.048700000000004,23,12.7,2026-06-19,51.1,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,23,51.52
FOODS_2_177,3,5.4005,20.2623,8.7135,23.5753,24,4.4,2026-06-11,70.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,24,78.96
HOUSEHOLD_1_215,11,6.3168,24.0715,0.3437999999999999,18.0985,18,13.7,2026-06-20,50.8,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,18,40.32
FOODS_1_113,23,17.5233,60.8214,10.810299999999998,54.10839999999999,54,11.3,2026-06-18,65.1,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,54,52.92
FOODS_2_058,5,2.4077,10.6649,0.7347000000000001,8.9919,9,14.1,2026-06-21,61.0,High,YES,YES,Planned,Forecast Shortage; Below Reorder Point,9,45.56
FOODS_2_257,20,11.2177,41.3044,2.665700000000001,32.7524,33,14.5,2026-06-21,61.3,High,YES,YES,Planned,Forecast Shortage; Below Reorder Point,33,33.0
HOUSEHOLD_1_430,4,24.356,103.0353,37.55800000000001,116.2373,116,1.2,2026-06-08,70.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,116,112.7
FOODS_2_385,7,11.2982,39.825,9.886199999999999,38.413000000000004,38,5.3,2026-06-12,67.4,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,38,94.2
HOUSEHOLD_1_247,30,14.4498,57.244,-7.298200000000001,35.495999999999995,35,15.7,2026-06-22,40.1,Medium,NO,YES,Planned,Forecast Shortage,35,33.95
FOODS_2_125,7,5.1798,19.8078,2.9678000000000004,17.5958,18,10.6,2026-06-17,64.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,18,47.02
FOODS_2_107,8,7.284800000000001,27.1483,5.0608,24.924300000000002,25,8.8,2026-06-15,65.6,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,25,50.76
FOODS_2_108,6,4.9961,16.417,3.1311,14.552,15,11.0,2026-06-18,64.6,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,15,47.7
HOUSEHOLD_1_114,5,15.800699999999999,59.2579,21.081699999999998,64.5389,65,2.5,2026-06-09,62.0,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,65,63.05
FOODS_1_066,13,12.7326,47.7789,7.8186,42.8649,43,8.2,2026-06-15,65.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,43,58.48
FOODS_1_032,19,25.180799999999998,105.6448,20.425799999999995,100.88980000000001,101,5.4,2026-06-12,68.0,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,101,98.98
HOUSEHOLD_1_295,6,4.7761,16.7884,2.9131,14.9254,15,10.7,2026-06-17,63.8,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,15,44.7
HOUSEHOLD_1_025,6,4.1564,15.27,2.0673999999999992,13.181000000000001,13,11.8,2026-06-18,62.1,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,13,38.74
FOODS_2_330,4,3.1053,11.1682,2.5813000000000006,10.644200000000001,11,10.7,2026-06-17,66.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,11,45.92
HOUSEHOLD_1_305,5,4.2318999999999996,15.5716,4.1899,15.529600000000002,16,9.6,2026-06-16,68.8,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,16,47.52
FOODS_1_017,8,8.7599,35.4641,8.0369,34.7411,35,6.8,2026-06-13,68.6,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,35,77.22
FOODS_2_199,24,11.544,45.6469,-3.521000000000001,30.581900000000005,31,15.8,2026-06-22,48.6,Medium,NO,YES,Planned,Forecast Shortage,31,31.0
HOUSEHOLD_1_170,9,7.2293,27.65,3.109300000000001,23.53,24,9.8,2026-06-16,63.6,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,24,47.13
HOUSEHOLD_1_393,7,6.7932,25.9875,4.927199999999999,24.1215,24,8.1,2026-06-15,65.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,24,47.41
HOUSEHOLD_1_403,4,3.7557,13.8711,2.8057,12.9211,13,8.7,2026-06-15,65.1,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,13,51.12
HOUSEHOLD_1_065,14,7.5866,31.3267,4.1206,27.8607,28,13.4,2026-06-20,64.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,28,27.44
FOODS_2_072,4,4.5265,16.7978,5.2745,17.5458,18,7.1,2026-06-14,70.2,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,18,48.98
FOODS_2_319,5,4.5099,15.6184,4.0549,15.1634,15,9.6,2026-06-16,66.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,15,41.79
FOODS_1_132,8,5.5324,21.7818,3.4084000000000003,19.6578,20,11.0,2026-06-18,65.2,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,20,38.61
HOUSEHOLD_1_474,16,11.5322,44.4673,3.9872000000000014,36.9223,37,10.8,2026-06-17,54.6,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,37,35.89
HOUSEHOLD_1_149,14,10.102,41.0098,6.512999999999998,37.4208,37,10.2,2026-06-17,65.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,37,35.89
HOUSEHOLD_1_097,3,2.6285,10.7594,2.4524999999999997,10.5834,11,8.4,2026-06-15,67.6,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,11,43.67
FOODS_1_019,8,65.2161,276.1731,74.68209999999999,285.6391,286,0.9,2026-06-07,70.3,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,286,299.75
FOODS_2_273,6,4.4748,17.2641,3.6248000000000005,16.414099999999998,16,10.4,2026-06-17,65.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,16,43.63
HOUSEHOLD_1_503,14,8.1722,29.7099,0.8661999999999992,22.4039,22,14.1,2026-06-21,50.7,Medium,YES,YES,Planned,Forecast Shortage; Below Reorder Point,22,23.9
FOODS_2_394,3,3.3108,13.3627,4.572799999999999,14.6247,15,6.7,2026-06-13,70.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,15,43.57
HOUSEHOLD_1_279,14,10.2381,40.6064,5.859099999999998,36.2274,36,10.3,2026-06-17,64.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,36,34.92
HOUSEHOLD_1_461,17,8.6763,35.3418,-1.7377000000000002,24.927799999999998,25,14.4,2026-06-21,49.6,Medium,YES,YES,Planned,Forecast Shortage; Below Reorder Point,25,24.25
HOUSEHOLD_1_360,4,2.5325,10.314,1.3625000000000007,9.144,9,11.6,2026-06-18,62.0,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,9,35.65
FOODS_2_132,3,4.0665,13.9732,5.0305,14.9372,15,6.4,2026-06-13,70.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,15,40.89
FOODS_2_358,6,4.123,14.7997,2.7360000000000007,13.412700000000001,13,12.2,2026-06-19,63.1,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,13,32.5
FOODS_2_240,7,6.1457,21.3056,5.1457,20.3056,20,9.9,2026-06-16,66.1,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,20,43.6
FOODS_2_188,1,3.0144,11.0817,6.0774,14.1447,14,2.7,2026-06-09,70.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,14,38.15
FOODS_2_196,4,2.1184000000000003,9.0082,0.9324000000000003,7.8222000000000005,8,13.3,2026-06-20,62.2,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,8,31.34
FOODS_2_260,5,3.6777,12.0637,2.5117000000000003,10.8977,11,12.4,2026-06-19,63.9,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,11,29.96
FOODS_2_156,10,6.0702,21.8217,2.235199999999999,17.9867,18,13.7,2026-06-20,61.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,18,26.36
FOODS_1_138,4,7.4783,23.4004,8.5473,24.4694,24,5.1,2026-06-12,69.6,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,24,62.85
FOODS_1_204,13,10.1207,32.7763,8.0487,30.704300000000003,31,11.9,2026-06-18,66.9,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,31,30.38
HOUSEHOLD_1_379,8,7.2922,29.5347,7.976199999999999,30.2187,30,8.1,2026-06-15,69.4,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,30,29.1
FOODS_1_052,14,10.268,36.8491,2.5249999999999986,29.106099999999998,29,11.4,2026-06-18,52.7,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,29,28.42
HOUSEHOLD_1_230,1,2.0238,9.053,3.9298,10.959000000000001,11,3.3,2026-06-10,70.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,11,36.08
HOUSEHOLD_1_475,4,3.2357,12.5776,2.2456999999999994,11.5876,12,9.5,2026-06-16,65.5,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,12,32.04
FOODS_1_176,4,2.4209,8.9491,1.4769000000000005,8.005099999999999,8,13.4,2026-06-20,62.4,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,8,27.42
FOODS_1_102,6,4.6837,15.8985,4.002700000000001,15.217500000000001,15,11.3,2026-06-18,65.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,15,26.7
HOUSEHOLD_1_424,4,2.1994,9.1333,0.7043999999999997,7.638300000000001,8,13.1,2026-06-20,61.8,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,8,23.76
